name,description,founded,address,industries,categories,image
"Digital Music India","Digital Music India operates a broadband out-of-home media and digital signage network in India. It offers customized technology to address the digital signage space in the retail environment. The company provides vJive engine, an Internet-based broadband media streaming engine, which is used as the carrier to transport ads to a digital screen anywhere in the world. It delivers digital marketing solutions with quantifiable results by connecting businesses with customers in India through point-of-purchase advertising solutions and emerging applications. The company was founded in 2004 and is headquartered in Mumbai, India with additional offices in New Delhi and Bangalore.","January 2004","10 Carter Rd, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/digital-music-india.png"
"DNetZone","DNetZone is a premier information technology provider company, offering a wide array of software development solutions to businesses all over the world. 

The new web business models entering the market are born from simple ideas. We are ready to implement and give them commercial value. Our laboratory is always at your disposal. At the core of schemes, we are Artists’ and we make some best look and powerful Website, software’s and computer Networks around

DNetZone’s Services:

Mobile App development

Web App development

Social Media Consultancy

IT Infrastructure

SEO 

Early Stage Startup

DNetZone also has a wide range of startup products under it’s name ","","Plot No 19, Near Vakola Masjid, Santacruz East, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/dnetzone.png"
"Dreams Media","Dreams Media, formerly known as “Dreams Online” is a Mumbai based web services company.

Dreams Media is a one stop web solution provider, offer services ranging from logo design to ecommerce website development and hosting & domain registration services.","July 2004","B/501, Mansi Apt., Near Vijay Park, Mira Road East, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/dreams-media.png"
"EasySecured Software & Services","EasySecured Software & Services Ltd is a company engaged in the business of developing, marketing and selling solutions based on the proprietary EasySecured Technology. 

EasySecured is a unique password less authentication and identity management technology that offers to protect online users, websites and applications from identity theft and online fraud and help create a safer environment for conducting online commerce and transactions. 

Our products are developed using a combination of device identity technology, superior encryption methods and intelligent authentication algorithm that offers unique identification of online users and thus enable you to protect your online assets and customers. 

Though security is paramount, our technology is also easily deployable, user friendly and cost effective. Neither you nor your customers require to purchase or install any other additional software or service.

Though we have opened up the basic technology, we have developed more advanced enterprise and customer facing solutions for which we are currently filing patent application in India and Internationally.

These advanced solutions would offer robust security using non-proprietary devices and without end user requiring to install any software on their computers and at the same time strengthen server security both within the enterprise and the cloud.

Management Team

Founded by Gurudatt Shenoy and three other finance professionals, EasySecured Software & Services Ltd is a company incorporated for the purpose of developing and marketing EasySecured Technology. 

Whereas Gurudatt brings in his unique technology and technical expertise, Mr. Arvind Jain, Mr. Kirit Nagda and Mr. Rakesh Khetan; all finance professionals, bring in management and financial expertise. 

All four partners have previously been associated with startups that have subsequently achieved high growth and expansion. The founders of EasySecured Software also have a highly connected network of technical,legal and financial experts both India and Internationally.

Besides the management team, EasySecured Software has a team of highly skilled developers and experienced support staff operating from our office in Mumbai, India.","March 2011","5/31 A, Shrinath Building,, 103/105 Old Hanuman Lane, Kalbadevi, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/easysecured-software.png"
"Eazeeloans","EazeeLoans is a loan advisory portal that offers the best loan deals for personal loans, home loans, property loans, auto loans, business loans, unsecured loans, secured loans.

At Eazeeloans you can get quotes of different banks and Financial 

Institutions providing the above facilities. Eazeeloans provides a 

single window for all your financial needs.

The author Subhrajeet Talukdar is the founder of Apex Finance & Marketing in Mumbai in April 2006 and the promoter of Eazeeloans.com a premier loan advisory portal. ","","B 7/8,Sai Prasad CHS, N C Phadke Marg,Andheri east, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/eazeeloans.png"
"EBS Worldwide Services","EBS Worldwide Services P. Ltd. provides marketing technology and services. The company?s products comprise MarketBlox, a suite of online marketing tools that enables channel marketers, dealers, and resellers to promote brands, products, and services; CreditMax, which enables companies in decision-making by providing information; and PeopleMax, an employee rewards and attrition management solution. Its services include the creation of strategy and consulting, solution architecture, and technology development, as well as print and digital creative and design services; management of programs, such as outreach and acquisition, rewards and retention, and search marketing; and delivery of project management, print and print management, mailing services and fulfillment, and strategic telemarketing, as well as Web, email, and mobile delivery. The company was incorporated in 2000 and is headquartered in Mumbai, India with an additional office in the United States.","","2, Ravi Estate, Mahakali Road, Andheri East, Mumbai, Maharashtra, IND","Computer Software","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/ebs-worldwide-services.png"
"eCreeds","Established in 2004, eCreeds Web Solutions is a proven, Global Internet consulting and development agency helping clients to create and implement full-service digital business solutions, combining diverse expertise in business strategy, technology, usability and design, eCreeds produces highly scalable business solutions and online user experiences.

eCreeds has provided custom solutions for a diverse array of industries, including Retail, Finance & Insurance, Marketing, Real Estate, Healthcare, Travel, among others. This extensive background demonstrates our understanding of business principles that apply across industries, as well as the ability and initiative to understand problems and solutions that apply to specific companies. 

From interface design and creative aspects of the front end, to the application development and integrated functional components of the back end, eCreeds has provided a total solution for strategic planning, development, launch, and support of any web-related business initiative.

We leverage W3C standards, open source software and other proprietary technologies to deliver rich applications to your customers, employees, and partners over the web, intranets and extranets.

eCreeds is a healthy firm with established processes, systems, an experienced management team, and a highly skilled technical, creative, and consulting team focused on quality product delivery. With our proven methodology, eCreeds is prepared to run with the ball and help you realize your goals efficiently, cost-effectively, and on time. 

We are a dynamic, professional company that specializes in translating broad strategic management objectives into distinct, practical and implementable activities.  We excel by applying unique and innovative solutions to each stage of a system?s development.  We add value by providing elegant design and technical solutions to complex business requirements.  We succeed because we are totally committed to our customer?s vision.","April 2004","506 Kesar Plaza, RDP 6,, Sector 3, Charkop, Kandivali West, Mumbai, Maharashtra, IND","Public Relations","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/ecreeds.png"
"EduRiser Learning Solutions","EduRiser is a Global Learning and Development Organization which focuses on Custom Content Development & Delivery of Instructor Led Training (ILT), Blended Learning and E-Learning across Domains and across Business Functions.

Our focus lies on building high quality learning solutions for clients who are particularly interested in

the development of the ?bottom of the pyramid? and higher levels in any sphere, be it - Corporates,

Educational Institutions, Government and NGOs. Our ability to deliver simultaneous rollout on a pan-India level in English as well as vernacular languages and robust Content Development Services coupled with domain specific expertise across verticals allow us to stand out and tall. EduRiser?s Content Development Services are crucial in identifying the area of concern and developing high quality content custom-designed to address any client?s needs effectively.

EduRiser takes pride that our services have enabled ‘Transformation Through Learning’ and improved the productivity of our esteemed clients; some of whom are mentioned below -

NOKIA, Hindustan Unilever, Asian Paints, Times Of India, LIC, LIC MF, Asian Paints, SBI Life Insurance , Kotak Bank, Max Bupa Health Insurance, Hindustan Petroleum, Shapoorji Pallonji & Co. Ltd., MKCL, Videocon Industries Ltd., Axis Bank, HDFC Bank, UTI Mutual Fund, Tata Capital, Abhudaya Bank.

Specialties

Business Simulations, E-Learning, Corporate Training, Content Development, Blended Learning, Education ","","A Wing, Unit No.001, Ground Floor,, Raheja Plaza, LBS Marg, Ghatkopar (W),, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/eduriser-learning-solutions.png"
"electroCocoon","electroCocoon is a creative new media company from Mumbai, India that generates digital butterflies flitting around design, code and music. 

In other words, electroCocoon makes beautiful websites and web applications, stunning audio visuals and definitive corporate communication designs. electroCocoon has a special knack of working with startups, small to mid size companies, self employed professionals and talented performing artists by helping them chisel out their desired online or offline identity so that the world sees them in a better light.

On the other hand, electroCocoon is a technically as well as artistically inclined design house that uses a plethora of tools and utilities encompassing most platforms that mash up good design and code into a harmonious blend of good to watch and fun to use digital assets that people can put to use and achieve their goals.","April 2010","State Bank Road, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/electrococoon.png"
"EnableM","Founded in September 2006, Enable Mobile Technologies Pvt. Ltd (EnableM), is a pioneer in mobile learning and a trendsetter in mobile VAS.

EnableM is among India?s fastest growing M learning companies, a fact well validated by over a million learners across the globe. EnableM has 5 patents to its credit across integration of learning with wireless connectivity and works with partners like Pearson Education, Britannica, Onmobile, Nokia, Qualcomm, Vodafone, Airtel, Media Lab Asia, Aditya Birla Group etc. across devices, operators, channels, Government & Publishers. EM has deployments across 7 operators in India & works with the Nokia Life Tools, has a strong 3G lab for learning besides working with multiple corporate houses, skill development institutions & publishers for CUG training, blended solutions & more.

EnableM has successfully developed and implemented complex products across multiple platforms and different geographies, thus empowering people by equipping them with ?anytime, anywhere? learning. The company philosophy of empowerment through learning encompasses the stakeholders and users alike.

A Red Herring Asia 100 winner and Global 100 finalist, EnableM has the first Indian research paper to be accepted at M-learn 2009, mobile & contextual learning conference. 

EnableM and ChangeCorp recently announced the launch of a unique, joint venture with non-profit Foundation for Social Change (FSC) to promote women empowerment through mobile technology and education. The programme will launch the tablet application eLife - Economic Opportunity for Women and Girls, which provides life and business skills to girls in disadvantaged locations around the world. The initial pilot will be launched in Colombia through Fundacion Pies Descalzos, an NGO founded by the international artist Shakira, and the Foundation for Social Change, a non-profit US-based corporation.","","302, Stanford Plaza, Plot No. B/65,, Off New Link Rd, Andheri (W),, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/enable-mobile-technologies-pvt-ltd.png"
"esindoor.com","eSindoor is an Online Matrimony for the Indian community worldwide. eSindoor has a mission to establish connects between prospects looking for matrimonial partners. 

100% free site. No registration or membership fee. 

Made for a Quick and a Simpler search. 

eSindoor.com - Your Perfect Matchmaking Partner","","State Bank Road, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/esindoor-com.png"
"Euclid Infotech","Euclid Infotech Pvt Ltd. is software based company that focuses on highly qualitative, timely delivered and cost-effective offshore software development. With a rich and varied experience in providing offshore software development and project management capabilities and stringent quality standards ensure us to develop solutions that give your business an edge over your competitors. ","","1, Arch Gold , Next to MTNL Tel Exchange, Poisar, S V Road, Kandivali (W), Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/euclid-infotech.png"
"eVetan","Online payroll software for businesses in India. 

They do payroll, Statutory Compliances (PF, ESI, PT, TDS), Reporting and give online Employee Self Service Facility. ","November 2008","216, Gemstar Commercial Complex, Ramchandra Lane Extn,, Kanchpada, Malad West, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/evetan.png"
"Evolve Design Solutions","Web Design India,Web Designing Mumbai and Website Design Company Mumbai India offers Web Design,SEO - SEM, Search Engine Optimization, Domain Registration and Web Hosting","November 2008","A/11 Prashant, Dawood Baug Road,, Andheri West, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/evolve-design-solutions.png"
"Experience Commerce","Experience Commerce (EC) is a full service digital agency based in Mumbai, Bangalore and Delhi, India.  EC combines the acumen of an interactive agency with the expertise in social media solutions.In India, EC works with leading brands as their digital media agency, providing end-to-end services of strategic planning, creative & content development and online marketing.Across the rest of the world, EC partners with leading digital agencies providing new media technology and engineering services for creating branded destinations and social media applications on facebook, orkut, twitter .etc.Products:Postalz.com, a microsite to exchange digital postcards online.Superscrap app on orkut ranks among top 10 application on orkut.","June 2006","23B Industry House, Mahakali Caves Road, Andheri East, Mumbai, Maharashtra, IND","E-commerce","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/experience-commerce-software.png"
"FabriQate","Intelligent user behaviour analysis for richer retail customer experience","September 2008","3-4, Zears Business Center  4th Floor, Gods Gift Tower, Hill Road, Bandra West, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/fabriqate.png"
"Fast Whisper","FastWhisper.com  - ‘We get People talking about you’

Fast Whisper offers marketers advertising opportunity on multiple Social Media Networks thru a single platform. Fast Whisper enables you to access Twitter, Facebook and Linkedin Status updates of millions of active users.  We are one of the first companies in Asia who offers ‘Real Time Advertising’ thru millions of influencers.

Fast Whisper for Advertisers -

An advertising platform matching tier brands, tier publishers, to address end users on Facebook, Twitter and Linkedin in stage one. Connecting brands with the influential and active people. providing an easy-to-use platform for viral marketing, Real Time Advertising with measurable results Without Spamming.

Fast Whisper for Influencers / Individuals  -

Provides unique opportunity to individuals globally to generate revenue by promoting and discussing Brands and products that they like and believe in. Current target audience of over 675 Million users between Facebook, Linkedin and Twitter. Each user will have unique pricing depending on several factors and algorithms like number of friends, followers, number of updates etc.

Fast Whisper can also play a vital role in upscaling your Social Media presence.

We can get you 1 to 5 Million Fans on Facebook, 1 to 5 Million Views on your YouTube videos, 100k to 500k followers on Twitter.

To get your first 2000 Twitter followers  FREE. Ping  us now on - 

http://twitter.com/FastWhisper

M@FastWhisper.com 

+91 98202 81399","August 2010","32 - Garden View, 45 - August Kranti Marg, Gowalia Tank, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/fast-whisper.png"
"Financial Information Network & Operations Pvt","Financial Information Network & Operations Pvt. Ltd. provides technology and operational solutions to financial institutions. It designs and implements technology solutions, such as systems, services, and networks. The company offers Tijori, a biometric smart card based no frills saving account product designed for the banks/ micro finance institutions (MFIs) in the microfinance space; Saral, a loan management system; Parichay, which provides a foolproof and an easy-to-use means to establish an individual’s identity; Sayana-Ravi, a credit scoring solution for banks and MFIs; Plus, an deposit management solution, which combines reach, services, delivery channel, and processing platform; and MITRA that covers operational tasks and mobile commerce transactions. It also provides business correspondent and banking ASP services. The company serves banking, micro finance, insurance, and government enterprises, as well as consultants. 

Financial Information Network & Operations Pvt., Ltd. was founded in 2006 and is based in Mumbai, India.","","C-401 Business Square, Solitaire Park Chakala Andheri-Kurla Road Andheri East, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/financial-information-network-operations-pvt.png"
"First Flight","","","15/16, National House, Saki Vihar Road, Chandivali Junction, Andheri (E), Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/first-flight.png"
"Fitness Force","FitnessForce Club management software make likfe easy to working fitness Industry People.","","101 Dunhill Corner, 7th Golibar Rd.,, Santacruz (E),, Mumbai, Maharashtra, IND","Public Relations","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/fitness-force.png"
"Five Online Web Solutions","Next Generation Web designers?.

Five Online Web Solutions Offers High Quality web Design Services. Five Online Specialized In Corporate/Business And E-commerce Website Designing. Five Online Offers Total Internet Marketing Services Including Search Engine Optimization.","","8, shiv shankar bhuvan, k.g. marg, dadar, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/five-online-web-solutions.png"
"Flip Media","Flip Media is an interactive media and marketing agency in the Middle East. Founded as a two person team in 2003 by Martin Diessner and Dinesh Lalvani, Flip was built on their shared passion and vision to develop a new approach to digital brand communication.","","Dubai Media City, Arjaan Al Sufouh Office, Office 108, P.O Box 502372, Dubai, Dubai, ARE","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/flip-media.png"
"Gayatrimicrosystems","Gayatrimicrosystems is a website designing and website development company in India.","","105, Acme industrial park,, I.B. pAtel road, Goregaon east, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/gayatrimicrosystems.png"
"Geodesic","Geodesic develops various products in the information, communication and entertainment space.","","State Bank Road, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/geodesic.png"
"Glodyne Technoserve","Glodyne Technoserve is a leading IT Services company, headquartered in Mumbai, India with presence across India and US. Glodyne offer’s technology led business solutions across two SBU?s i.e. Technology Infrastructure Management Services (Technology IMS) and Application Software Services. ","","C-03, Ground Floor, Fortune 2000, Bandra Kurla Complex, Bandra (East), Mumbai, Maharashtra, IND","Legal","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/glodyne-technoserve.png"
"go2inbox.com","go2inbox.com is a combination of C Network, Review, Info B & Debate. 

CNetwork is completely new concept for our users/consumers. CNetwork stands for ‘Consumer’s Network’. CNetwork is specially build to deal with only old/secondhand products for the consumers of go2inbox.com and it is legally binding. Here users can buy or sell any second hand product without any charge.


You can share your experience in Review section by writing quality reviews on any product or service. You can also read consumers review and rate them.

Info B stands for ‘Information Bank’. Here you can read information about anything like - ‘How safe cellphones are?’, ‘Ending your date gracefully’ etc… You can also share your knowledge by writing information on anything you like.

Last not the least is Debate where you can share your views & opinions with the world.","March 2009","Near Atharva College, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/go2inbox-com.png"
"GoldenSource","GoldenSource provides an integrated enterprise data management (EDM) platform for the securities and investment management industry. Our software and expertise help our customers benefit from better management, storage and distribution of their data company-wide. Trading, risk management and compliance, settlement, portfolio accounting and other front, middle and back office functions all benefit from improved data management.","","8 Finance St, 8 Finance Street, Hong Kong","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/goldensource.png"
"GroupBachat","GroupBachat is an online group buying platform. Its platform enables a group of consumers come together to buy products and services from various businesses ranging from food and beverage, wellness, beauty, and sports products to travel and entertainment services; and allows merchants to sell products and services in bulk volume.

‘Bachat’ means savings in Hindi. With GroupBachat, you can save money on everything.

The company was incorporated in 2011 and is based in Mumbai, India.","","Sharda Building, Andheri (w), Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/groupbachat.png"
"Gyrodev IT Services","A complete sms business solutions offering free basic API, advanced integration and development services to the customers. 

Free SMS API a brand of Gyrodev IT Services was founded in 2010 purely out of necessity to offer mobile features to the developers and consumers looking to enhance the functionality of their websites and software applications. The result of this is the FREE SMS API, a free text messaging service that allows any website or web application to send SMS messages to its users. The developers can register at absoultely no cost with just a domain name and commence integrating our API with their applications or simply use our console to market their businesses. We also offer Bulk sms’s solutions with advanced functionality at a very competitive pricing.","May 2010","20/307 Krishna Niwas, Yusuf Meharali Road, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/gyrodev-it-services.png"
"Healthizen","The health care system is experiencing a slow and subtle shift from a professionally driven approach toward one that is ?patient centered? or ?consumer centered.? This stems from a growing recognition that incorporating an individual patient?s perspectives and greater involvement in his/her care results in better health outcomes and satisfaction.

Healthizen.com is an initiative,  to bridge this gap by provide health information and services to consumers at the right time, in the right place, the way they want it. It attempts to reduce the information asymmetry in the health care landscape by bringing together all the stakeholders on a common platform.

Our vision is one of a ubiquitously networked India offering transparent and powerful information exchange that would reform the health care ecosystem.

Our mission is to reduce the information asymmetry in the health care space and reform the health care landscape in India by putting the patients at the center of the ecosystem.

We have defined these values for ourselves:

* Patients at the heart of everything we do

* Evangelize innovation and change

* Emphasis on professional competence

* Integrity and ethical practices

","","3 Vakil Industrial Estate, Mumbai, Maharashtra, IND","Internet","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/healthizen.png"
"Heckyl","Heckyl Provides Real Time Financial Information,News Analytics and Heatmaps to Get Exclusive Coverage of Markets,Companies and Businesses

Our goal is to provide high quality financial information that matters to ?You? in real time.

We cover Forex, Commodities, over 15000 Public listed companies, a few hundred private companies & startups, along with the world top Private equities players, Hedge funds, Fund Managers and Venture capitalist firms.

The beauty lies in its simplicity. Information is short and actionable, allowing a person to read several interesting bits of financial information from various sources at a glance.

Discovery is a key focus of the site. It’s important for people not to miss any important business event in the world. Using Heckyl it becomes simple to get the most relevant information that matter ?Only You? in real time.

In essence, Heckyl helps you explore new ideas and keep pulse on the current business events/issues. Whether you are a short term trader, investor, or Fund Manager, and whether you prefer equities, forex, or commodities, you will find a wealth of information that matters to ?You? streaming at your fingertips.","December 2010","405, CENTER POINT, M.V. ROAD, J.B. NAGAR, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/heckyl.png"
"Hurix Systems","Hurix Systems Private Limited designs and develops content management solutions. The company offers Red inQ, a platform that provides testing environments to corporate and educational institutions; eLcurve, an enterprise class learning management system; and E-Book, a web-based content authoring, structuring, and publishing tool. Additionally, it provides project planning and management, content development and migration, learning needs and target audience analysis, instructional design, application development, publishing, technical training, staff augmentation, and data validation and extraction services. The company caters to aviation, healthcare, media and entertainment, transportation and logistics, retail, and educational publishing industries. 

Hurix Systems was founded in 2001 and is based in Mumbai, India with additional offices in Chennai and Noida, India and Plano, Texas.","","Marol Maroshi Road, Sumer Plaza, 2nd Floor, Mumbai, Maharashtra, IND","Enterprise","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/hurix-systems-private.png"
"HyCa Technologies","HyCa Technologies, is an emerging technology cleantech company. Their patent pending reactor, HyCator?, uses energy dissipated by collapsing cavitation bubbles to modulate physical, chemical & biological processes.","","176, Udyog Bhavan, Sonawala Rd, Goregaon (E), Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/hyca-technologies.png"
"Idea Stack","Idea Stack is a budget Indian web hosting company providing Shared, Reseller and VPS solutions.","","5/A Sagar Tower, Jogeshwari West, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/idea-stack.png"
"ideacts innovations","ideacts innovations is an India-based Web Advertising platform. ","","Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/ideacts-innovations.png"
"ideaForge","ideaForge develops and produces Unmanned Aerial Systems that offer unmatched usability due to our user-centric innovations and design. With focus on sustainable use in operation, we ensure the highest quality and performance of our products. We are in a constant pursuit of creating products that inspire a new vision.","February 2007","Office # 4, 4th Floor KReSIT BI,, IIT Bombay, Powai,, Mumbai, Maharashtra, IND","Computer Software","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/ideaforge-technology.png"
"Idealake Technologies","Idealake is a core technology company developing and implementing internet-architected enterprise applications, e-biz modules, customer relationship management and sales force automation modules. We have strong skill sets on the MS and Sun Platforms. Idealake was one of the first companies in India to develop complex solutions on the .NET platform.","","Mathuradas Mill Compound, Opp. Empire House, Near Kamala Mills, Lower Parel,, 2nd floor, R. R. House, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/idealake-technologies.png"
"Ignitee India Pvt. Ltd.","","","2nd Flr, DTC Building, Sitaram Mills Compound, Delisile Road, N M Joshi Marg, Lower Parel (E), Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/ignitee-india-pvt-ltd.png"
"Incept","Geek Squad for SMEs
We create, sell, and service innovative Office Automation products designed for SMEs, including Biometric Systems and CCTV Surveillance Systems. 

Being the first such company in India, we are able to drive our business through our unique product- Incept Training Academy- which trains professionals on Biometrics and Surveillance.

In short, we have created an ecosystem which changes the way SMEs do business and do administration- easy and simple servicing on all automation is just a click away.","","S V Road, Goregaon, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/incept.png"
"India Web Hosting","India Web Hosting is a pioneer in web hosting products which includes virtual servers, VPS solutions, dedicated hosting, application hosting and co-location services has been providing quality web hosting services for more than 4 years and longer than most of our competitors. ","January 2000","103 ,Tirupati Udyog, First Floor,, IB Patel Road, Goregaon (East), Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/india-web-hosting.png"
"Industrial Logic","Industrial Logic is a _recognized pioneer and leader in Extreme Programming (XP) and Lean Management_. Since the late 1990s, Industrial Logic has provided Agile assessments, coaching and training to help organizations like **Google**, **HP**, **GE Energy**, **EMC and Standard Life** step into their Agile groove. Its expert coaches work with executives, managers, customers, programmers, testers, auditors and others to successfully transition people, teams and whole organizations to ultra lean agility. Industrial Logic's dedication to efficiency and effectiveness has led them to create world's first, ground-breaking technical and managerial eLearning/online training (http://industriallogic.com/shop) in agile values, principles and practices. If you are looking to _""amplify your agility""_ using authentic, modern agile software development, please contact **sales@industriallogic.com**.**Specialties**: Agile Training, Coaching & eLearning, Agile Transitions**Description**: Industrial Logic's Greatest Hits: eLearning / Online Training**The World's First Agile eLearning**: Get expert guidance in Test-Driven Development, User Stories, Continuous Deployment, Refactoring, Code Smells, Testing Legacy code and Design Patterns.**Agile Coaching and Training**: For nearly a decade, our band of experts has helped enterprises around the globe step into their agile groove.Discover how we can help you improve the rhythm and beat of your software development process.","May 1996","A104 Vastu Park, Evershine nagar, Malad (W), Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/industrial-logic.png"
"Infworm","Infworm, founded in 2012, is dedicated to a mission of empowering and inspiring minds by spreading useful latest technology trends.

Infworm covers everything from startups to responsible entrepreneurship and cutting-edge tech gear to the latest digital lifestyle trends. Distinctive, informative and fresh,we?ll keep bringing you the latest information and reviews you can trust as well as be thought provoking.

Infworm?s mission is to offer breaking news coverage, in-depth reporting, product information and community content via a unified, ethical platform. Infworm is headquartered in Mumbai city.","January 2012","A-104,Nirmal Tower, Opp St.Paul's High School,Shanti Park,Mira Road (East),Dist.Thane., Mumbai, Maharashtra, IND","Semiconductors","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/infworm.png"
"Inkfruit","Inkfruit is an e-retail t-shirt website based in India. The t-shirts are designed by designers from all over the world.

They have a 10,000+ international designer community, which submits graphic designs for t-shirts consistently. 

These designs undergo a democratic voting process by the community itself. The most popular ones with highest votes are selected, printed and put for sale. 

The designers name is put on every t-shirt of his/her which is printed.

Often contests are held on some theme. Many of these contests have been sponsored by other companies.

Inkfruit has launched its own affiliation program, inviting bloggers to set up their own Inkfruit store. This is a one-tier affiliate program where the blogger gets approx $1.5 on every sale.

Inkfruit has an offline presence in India with over 35 stores.","","Tenement No.105/846, Motilal Nagar, goregaon West, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/inkfruit-2.png"
"Intivion Technologies","Founded in 2006, Intivion has rapidly evolved from a pure software solutions vendor to a strategic end to end services partner from strategy to negotiations to activation, ensuring a seamless process for our clients. For a deep strategic & integrated partnership with our client, we have also diversified into providing Online Marketing solutions to our esteemed clients. Today, Intivion has successfuly delivered many a projects with its simple yet effective software development process. We strongly believe in ” How we execute projects is as important as the project results themselves”.

We successfully deliver enterprise scale, effectively designed custom applications and e-business solutions on-time and within budget for our customers worldwide.

Our approach is based on close collaboration with the client to ensure that the implementation of technology is always aligned with their broader business objectives.

We have also strategically created a niche in the Forex Trading industry, unlike other online marketing companies, Intivion also provides the technical expertise for creating / optimizing Landing Pages, Creative Banners, Email Designs and Remarketing solutions for our clients in the forex trading industry.

In every engagement with every client, we strive to be an integrated partner and achieve the position of trusted advisor.","June 2006","9a Deepa, Malviya Road, Vile Parle - East, Mumbai, Maharashtra, IND","Public Relations","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/intivion-technologies.png"
